time,temperature_2m_max,temperature_2m_min,precipitation_sum,rain_sum,snowfall_sum,windspeed_10m_max,sunshine_duration,city
2015-01-01,4.4,0.9,0.0,0.0,0.0,19.3,20348.68,Berlin
2015-01-02,7.5,1.6,2.4,2.4,0.0,30.5,1502.08,Berlin
2015-01-03,5.1,2.9,0.2,0.2,0.0,30.3,0.0,Berlin
2015-01-04,4.2,1.6,0.0,0.0,0.0,25.4,22159.45,Berlin
2015-01-05,3.7,1.1,5.5,5.4,0.07,26.2,0.0,Berlin
2015-01-06,3.0,-0.5,0.0,0.0,0.0,19.4,0.0,Berlin
2015-01-07,4.7,-0.1,1.7,0.6,0.77,18.9,0.0,Berlin
2015-01-08,6.4,0.8,9.2,9.0,0.14,23.4,0.0,Berlin
2015-01-09,8.1,4.3,4.5,4.5,0.0,41.8,0.0,Berlin
2015-01-10,11.6,5.3,5.2,5.2,0.0,38.8,0.0,Berlin
2015-01-11,5.0,2.4,1.7,1.7,0.0,33.2,16266.3,Berlin
2015-01-12,6.9,2.0,3.8,3.8,0.0,28.2,0.0,Berlin
2015-01-13,11.2,7.2,0.3,0.3,0.0,27.3,9592.22,Berlin
2015-01-14,8.8,3.4,3.2,3.2,0.0,26.4,17374.69,Berlin
2015-01-15,8.8,0.1,1.7,1.7,0.0,25.8,0.0,Berlin
2015-01-16,9.3,5.0,1.2,1.2,0.0,26.3,18939.12,Berlin
2015-01-17,5.3,-1.3,5.5,5.5,0.0,17.3,277.36,Berlin
2015-01-18,3.0,-2.9,0.0,0.0,0.0,12.2,24473.39,Berlin
2015-01-19,2.9,-3.6,0.0,0.0,0.0,12.3,16564.0,Berlin
2015-01-20,2.4,-0.5,2.2,1.2,0.7,12.9,819.57,Berlin
2015-01-21,1.4,-1.3,0.1,0.0,0.21,8.8,7076.48,Berlin
2015-01-22,0.9,-1.3,0.4,0.0,0.56,16.3,1193.43,Berlin
2015-01-23,1.7,-1.2,0.5,0.0,0.63,13.3,0.0,Berlin
2015-01-24,0.5,-1.4,0.0,0.0,0.07,14.3,773.94,Berlin
2015-01-25,3.4,-1.5,0.6,0.0,0.49,15.6,15565.4,Berlin
2015-01-26,4.3,0.2,3.7,2.4,0.91,18.9,4796.95,Berlin
2015-01-27,4.5,1.2,4.9,3.9,0.7,24.7,12537.47,Berlin
2015-01-28,4.7,-1.2,1.7,1.6,0.07,27.7,5166.81,Berlin
2015-01-29,3.1,0.2,3.0,2.9,0.07,26.8,20323.7,Berlin
2015-01-30,2.9,-0.9,5.4,1.0,3.22,17.1,0.0,Berlin
2015-01-31,1.0,-1.0,1.9,0.1,1.33,18.8,3271.49,Berlin
2015-02-01,1.8,-0.5,0.6,0.1,0.35,16.9,0.0,Berlin
2015-02-02,2.8,-1.0,0.2,0.1,0.14,21.0,27248.5,Berlin
2015-02-03,1.1,-2.7,1.2,0.2,1.33,14.4,0.0,Berlin
2015-02-04,0.2,-4.8,0.0,0.0,0.35,12.2,9485.28,Berlin
2015-02-05,-0.4,-6.6,0.0,0.0,0.0,13.4,8992.02,Berlin
2015-02-06,-0.9,-4.2,0.0,0.0,0.0,12.9,25773.59,Berlin
2015-02-07,2.9,-8.2,0.1,0.1,0.0,26.1,12984.37,Berlin
2015-02-08,2.9,-1.3,0.3,0.3,0.0,27.5,29635.84,Berlin
2015-02-09,5.4,-1.2,0.7,0.2,0.35,23.2,0.0,Berlin
2015-02-10,5.3,3.4,0.0,0.0,0.0,16.6,0.0,Berlin
2015-02-11,4.4,2.5,0.0,0.0,0.0,9.4,0.0,Berlin
2015-02-12,6.1,-2.5,0.0,0.0,0.0,8.7,30618.54,Berlin
2015-02-13,4.5,-3.4,0.0,0.0,0.0,10.0,30869.85,Berlin
2015-02-14,4.9,-3.8,0.0,0.0,0.0,9.2,31122.91,Berlin
2015-02-15,6.7,-3.2,0.0,0.0,0.0,19.5,31337.71,Berlin
2015-02-16,4.7,-1.0,0.0,0.0,0.0,23.3,26643.3,Berlin
2015-02-17,5.8,-2.1,0.0,0.0,0.0,17.7,31595.31,Berlin
2015-02-18,5.8,0.5,0.0,0.0,0.0,13.6,25422.95,Berlin
2015-02-19,6.2,-0.8,0.0,0.0,0.0,15.0,31833.34,Berlin
2015-02-20,8.1,-2.4,0.0,0.0,0.0,18.9,30550.3,Berlin
2015-02-21,10.0,1.0,0.0,0.0,0.0,28.1,23158.76,Berlin
2015-02-22,5.2,-0.7,0.0,0.0,0.0,12.5,16308.48,Berlin
2015-02-23,4.7,0.0,3.6,3.6,0.0,21.8,1419.26,Berlin
2015-02-24,8.3,-0.6,0.0,0.0,0.0,18.4,33018.48,Berlin
2015-02-25,7.4,-2.4,0.0,0.0,0.0,11.0,32852.27,Berlin
2015-02-26,7.6,-2.9,0.0,0.0,0.0,12.0,33848.95,Berlin
2015-02-27,8.4,-2.1,0.0,0.0,0.0,12.8,34064.29,Berlin
2015-02-28,4.3,0.4,0.0,0.0,0.0,14.6,10289.72,Berlin
2015-03-01,6.8,-0.2,2.3,2.3,0.0,22.0,6913.29,Berlin
2015-03-02,7.1,2.3,2.2,2.2,0.0,29.0,30858.09,Berlin
2015-03-03,7.4,1.9,2.3,2.3,0.0,28.6,31210.81,Berlin
2015-03-04,6.6,1.1,1.3,1.3,0.0,23.8,34746.63,Berlin
2015-03-05,6.2,1.1,0.1,0.1,0.0,19.3,29638.56,Berlin
2015-03-06,7.6,-1.2,0.1,0.1,0.0,15.2,17848.32,Berlin
2015-03-07,11.0,0.7,0.0,0.0,0.0,18.6,32617.76,Berlin
2015-03-08,14.7,2.9,0.0,0.0,0.0,13.7,36104.98,Berlin
2015-03-09,11.9,5.0,0.0,0.0,0.0,14.0,36150.64,Berlin
2015-03-10,11.1,2.1,0.0,0.0,0.0,14.8,17833.59,Berlin
2015-03-11,7.5,0.5,1.2,1.2,0.0,18.4,9252.79,Berlin
2015-03-12,4.9,0.6,0.0,0.0,0.0,13.8,8048.61,Berlin
2015-03-13,5.9,-0.3,0.0,0.0,0.0,13.4,26757.91,Berlin
2015-03-14,6.8,2.6,1.1,1.1,0.0,15.3,4275.18,Berlin
2015-03-15,8.4,3.8,0.5,0.5,0.0,22.5,21609.12,Berlin
2015-03-16,13.2,4.6,0.0,0.0,0.0,29.3,36572.71,Berlin
2015-03-17,15.6,5.8,0.0,0.0,0.0,20.9,38432.72,Berlin
2015-03-18,11.2,3.6,0.0,0.0,0.0,20.0,38727.01,Berlin
2015-03-19,11.0,0.2,0.0,0.0,0.0,12.6,38927.55,Berlin
2015-03-20,11.0,1.3,0.0,0.0,0.0,9.4,39231.43,Berlin
2015-03-21,6.1,-1.0,3.4,3.3,0.07,23.1,15363.77,Berlin
2015-03-22,4.6,-2.5,0.2,0.2,0.0,22.8,40034.35,Berlin
2015-03-23,9.1,-2.1,0.0,0.0,0.0,11.7,40198.15,Berlin
2015-03-24,12.6,-1.1,0.0,0.0,0.0,9.5,29510.26,Berlin
2015-03-25,15.2,2.1,0.0,0.0,0.0,15.6,40504.05,Berlin
2015-03-26,9.9,6.3,0.8,0.8,0.0,15.8,1813.25,Berlin
2015-03-27,10.3,4.6,1.3,1.3,0.0,16.9,28545.1,Berlin
2015-03-28,9.4,4.5,0.6,0.6,0.0,15.3,32863.3,Berlin
2015-03-29,11.9,5.8,7.8,7.8,0.0,24.0,2450.91,Berlin
2015-03-30,9.4,4.5,7.4,7.4,0.0,36.7,38145.79,Berlin
2015-03-31,10.1,1.3,11.3,6.5,3.36,46.0,27895.3,Berlin
2015-04-01,7.7,2.7,2.1,2.1,0.0,34.0,35785.1,Berlin
2015-04-02,7.4,0.8,2.6,1.8,0.56,24.0,36892.17,Berlin
2015-04-03,8.7,0.3,0.5,0.5,0.0,22.1,40477.62,Berlin
2015-04-04,8.8,-2.5,1.3,1.3,0.0,14.0,42261.74,Berlin
2015-04-05,9.5,-2.9,0.0,0.0,0.0,16.2,43069.05,Berlin
2015-04-06,8.3,-0.8,0.8,0.8,0.0,19.5,39867.35,Berlin
2015-04-07,11.4,-2.2,0.0,0.0,0.0,24.5,39244.41,Berlin
2015-04-08,10.7,5.6,0.0,0.0,0.0,17.9,932.13,Berlin
2015-04-09,13.2,4.0,0.0,0.0,0.0,10.7,24305.01,Berlin
2015-04-10,18.2,3.2,0.0,0.0,0.0,8.2,43624.34,Berlin
2015-04-11,19.8,5.5,0.0,0.0,0.0,19.6,42788.61,Berlin
2015-04-12,13.4,6.2,0.0,0.0,0.0,27.8,40894.99,Berlin
2015-04-13,10.9,6.9,0.6,0.6,0.0,32.3,38109.53,Berlin
2015-04-14,13.4,2.3,0.0,0.0,0.0,17.7,25948.39,Berlin
2015-04-15,20.4,7.4,0.2,0.2,0.0,24.2,44893.66,Berlin
2015-04-16,13.7,6.9,0.0,0.0,0.0,18.5,42779.57,Berlin
2015-04-17,10.7,2.7,0.2,0.2,0.0,17.9,39744.6,Berlin
2015-04-18,10.8,1.3,0.1,0.1,0.0,16.6,44836.09,Berlin
2015-04-19,13.5,1.5,0.0,0.0,0.0,11.2,26410.33,Berlin
2015-04-20,16.2,3.1,0.0,0.0,0.0,19.4,44940.75,Berlin
2015-04-21,17.9,3.4,0.0,0.0,0.0,24.0,47378.7,Berlin
2015-04-22,11.8,6.0,0.0,0.0,0.0,14.3,17624.42,Berlin
2015-04-23,16.8,2.0,0.0,0.0,0.0,13.3,47820.99,Berlin
2015-04-24,19.0,4.0,0.0,0.0,0.0,15.0,46902.38,Berlin
2015-04-25,21.0,6.7,0.0,0.0,0.0,17.6,33268.83,Berlin
2015-04-26,17.4,8.6,4.3,4.3,0.0,11.2,44110.81,Berlin
2015-04-27,15.2,7.3,5.6,5.6,0.0,20.6,18330.51,Berlin
2015-04-28,9.9,4.5,5.1,5.1,0.0,16.7,128.25,Berlin
2015-04-29,13.4,2.5,0.0,0.0,0.0,18.6,47904.79,Berlin
2015-04-30,16.3,7.0,3.1,3.1,0.0,15.6,44238.55,Berlin
2015-05-01,13.6,6.4,4.4,4.4,0.0,16.9,49502.87,Berlin
2015-05-02,13.4,3.4,0.3,0.3,0.0,13.4,49239.83,Berlin
2015-05-03,18.6,4.1,1.0,1.0,0.0,17.1,32838.37,Berlin
2015-05-04,20.4,12.9,6.4,6.4,0.0,19.8,48989.94,Berlin
2015-05-05,23.5,13.3,1.6,1.6,0.0,19.5,28424.96,Berlin
2015-05-06,19.0,10.5,0.0,0.0,0.0,16.5,42063.51,Berlin
2015-05-07,16.6,9.5,0.2,0.2,0.0,24.6,49940.99,Berlin
2015-05-08,18.1,6.6,0.0,0.0,0.0,13.6,49230.65,Berlin
2015-05-09,21.3,11.2,5.6,5.6,0.0,14.3,31633.01,Berlin
2015-05-10,13.6,8.2,0.0,0.0,0.0,27.9,22045.8,Berlin
2015-05-11,19.6,4.5,0.0,0.0,0.0,14.2,45589.5,Berlin
2015-05-12,26.1,11.4,7.9,7.9,0.0,27.6,32787.03,Berlin
2015-05-13,16.6,8.5,0.0,0.0,0.0,27.5,50400.0,Berlin
2015-05-14,13.2,7.2,0.2,0.2,0.0,17.5,16240.96,Berlin
2015-05-15,15.3,6.8,0.0,0.0,0.0,12.4,44199.1,Berlin
2015-05-16,14.4,4.8,0.6,0.6,0.0,20.2,24946.22,Berlin
2015-05-17,14.6,7.5,0.3,0.3,0.0,25.2,49754.23,Berlin
2015-05-18,19.3,6.3,0.0,0.0,0.0,11.5,34385.09,Berlin
2015-05-19,18.1,10.2,0.3,0.3,0.0,20.2,43771.69,Berlin
2015-05-20,17.0,9.2,0.0,0.0,0.0,11.3,21538.53,Berlin
2015-05-21,16.5,6.4,0.4,0.4,0.0,12.1,51357.45,Berlin
2015-05-22,18.4,6.7,0.0,0.0,0.0,9.4,34938.89,Berlin
2015-05-23,18.9,10.7,0.1,0.1,0.0,16.7,47132.86,Berlin
2015-05-24,19.0,7.7,0.0,0.0,0.0,9.5,52179.98,Berlin
2015-05-25,20.3,10.2,0.2,0.2,0.0,14.0,43292.67,Berlin
2015-05-26,15.8,10.3,0.0,0.0,0.0,16.9,48058.39,Berlin
2015-05-27,14.4,8.1,0.4,0.4,0.0,20.0,27358.54,Berlin
2015-05-28,19.3,7.7,2.0,2.0,0.0,23.8,36745.31,Berlin
2015-05-29,18.4,8.8,0.0,0.0,0.0,11.3,37585.06,Berlin
2015-05-30,16.9,11.0,3.3,3.3,0.0,24.1,46408.0,Berlin
2015-05-31,20.6,7.1,0.0,0.0,0.0,18.9,52474.7,Berlin
2015-06-01,16.4,10.4,2.3,2.3,0.0,18.3,0.0,Berlin
2015-06-02,23.1,8.2,0.2,0.2,0.0,26.5,44628.67,Berlin
2015-06-03,21.3,13.8,0.1,0.1,0.0,25.9,43976.56,Berlin
2015-06-04,20.1,8.1,0.0,0.0,0.0,12.1,54280.03,Berlin
2015-06-05,27.0,11.3,0.0,0.0,0.0,16.3,54346.03,Berlin
